biotype,symbol,cytoband/0,name,gene_id,is_cancer_gene_census,cytoband/1,cytoband/2
protein_coding,SCG5,15q13.3,secretogranin V (7B2 protein),ENSG00000166922,,,
lincRNA,RP11-1C1.5,5p15.2,RP11-1C1.5,ENSG00000249160,,,
lincRNA,RP11-161M6.2,16p13.3,RP11-161M6.2,ENSG00000260807,,,
protein_coding,SKA3,13q12.11,spindle and kinetochore associated complex subunit 3,ENSG00000165480,,,
protein_coding,DPP4,2q24.2,dipeptidyl-peptidase 4,ENSG00000197635,,,
protein_coding,C17orf47,17q22,chromosome 17 open reading frame 47,ENSG00000181013,,,
protein_coding,LPA,6q25.3,"lipoprotein, Lp(a)",ENSG00000198670,,6q26,
protein_coding,HADHA,2p23.3,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",ENSG00000084754,,,
protein_coding,RAB29,1q32.1,"RAB29, member RAS oncogene family",ENSG00000117280,,,
protein_coding,ZNF507,19q13.11,zinc finger protein 507,ENSG00000168813,,,
protein_coding,VEZF1,17q22,vascular endothelial zinc finger 1,ENSG00000136451,,,
protein_coding,SELK,3p21.1,selenoprotein K,ENSG00000113811,,,
protein_coding,SCRN2,17q21.32,secernin 2,ENSG00000141295,,,
processed_transcript,RP11-420N3.3,16p13.3,RP11-420N3.3,ENSG00000279877,,,
protein_coding,SPANXN1,Xq27.3,"SPANX family, member N1",ENSG00000203923,,,
protein_coding,FBXO10,9p13.2,F-box protein 10,ENSG00000147912,,,
protein_coding,PSMD5,9q33.2,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 5",ENSG00000095261,,,
lincRNA,LINC00521,14q32.12,long intergenic non-protein coding RNA 521,ENSG00000175699,,,
protein_coding,OR5K3,3q11.2,"olfactory receptor, family 5, subfamily K, member 3",ENSG00000206536,,,
processed_transcript,LINC00689,7q36.3,long intergenic non-protein coding RNA 689,ENSG00000231419,,,
protein_coding,TMC6,17q25.3,transmembrane channel-like 6,ENSG00000141524,,,
protein_coding,ATP6V1G3,1q31.3,"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G3",ENSG00000151418,,,
protein_coding,EIF2AK3,2p11.2,eukaryotic translation initiation factor 2-alpha kinase 3,ENSG00000172071,,,
protein_coding,CCL24,7q11.23,chemokine (C-C motif) ligand 24,ENSG00000106178,,,
protein_coding,TRMT61B,2p23.2,tRNA methyltransferase 61B,ENSG00000171103,,,
protein_coding,COMMD3,10p12.2,COMM domain containing 3,ENSG00000148444,,,
protein_coding,DUSP3,17q21.31,dual specificity phosphatase 3,ENSG00000108861,,,
protein_coding,B3GNT8,19q13.2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8",ENSG00000177191,,,
protein_coding,ZNF575,19q13.31,zinc finger protein 575,ENSG00000176472,,,
protein_coding,CCDC96,4p16.1,coiled-coil domain containing 96,ENSG00000173013,,,
protein_coding,LURAP1,1p34.1,leucine rich adaptor protein 1,ENSG00000171357,,,
antisense,RP13-895J2.2,12q24.33,RP13-895J2.2,ENSG00000256943,,,
lincRNA,LINC00174,7q11.21,long intergenic non-protein coding RNA 174,ENSG00000179406,,,
protein_coding,ISY1,3q21.3,ISY1 splicing factor homolog (S. cerevisiae),ENSG00000240682,,,
antisense,RP11-1060G2.1,12q22,RP11-1060G2.1,ENSG00000257283,,,
protein_coding,SLX1A-SULT1A3,16p11.2,SLX1A-SULT1A3 readthrough (NMD candidate),ENSG00000213599,,,
miRNA,MIR30D,8q24.22,microRNA 30d,ENSG00000199153,,,
protein_coding,FAM64A,17p13.2,"family with sequence similarity 64, member A",ENSG00000129195,,,
protein_coding,HTR4,5q32,"5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled",ENSG00000164270,,,
protein_coding,CCDC12,3p21.31,coiled-coil domain containing 12,ENSG00000160799,,,
protein_coding,PADI6,1p36.13,"peptidyl arginine deiminase, type VI",ENSG00000276747,,,
protein_coding,FOXA2,20p11.21,forkhead box A2,ENSG00000125798,,,
protein_coding,TPTE2,13q12.11,transmembrane phosphoinositide 3-phosphatase and tensin homolog 2,ENSG00000132958,,,
protein_coding,OR2AT4,11q13.4,"olfactory receptor, family 2, subfamily AT, member 4",ENSG00000171561,,,
protein_coding,JUND,19p13.11,jun D proto-oncogene,ENSG00000130522,,,
protein_coding,GABRR3,3q11.2,"gamma-aminobutyric acid (GABA) A receptor, rho 3 (gene/pseudogene)",ENSG00000183185,,,
protein_coding,PGRMC1,Xq24,progesterone receptor membrane component 1,ENSG00000101856,,,
protein_coding,HSPB2-C11orf52,11q23.1,HSPB2-C11orf52 readthrough (NMD candidate),ENSG00000254445,,,
protein_coding,IQCF2,3p21.2,IQ motif containing F2,ENSG00000184345,,,
protein_coding,TTLL5,14q24.3,tubulin tyrosine ligase-like family member 5,ENSG00000119685,,,
protein_coding,TUBA1A,12q13.12,"tubulin, alpha 1a",ENSG00000167552,,,
lincRNA,LINC01410,9q13,long intergenic non-protein coding RNA 1410,ENSG00000238113,,,
miRNA,AC106782.1,,AC106782.1,ENSG00000278557,,,
protein_coding,DNAJC1,10p12.31,"DnaJ (Hsp40) homolog, subfamily C, member 1",ENSG00000136770,,,
protein_coding,GABPB2,1q21.3,"GA binding protein transcription factor, beta subunit 2",ENSG00000143458,,,
protein_coding,ETV4,17q21.31,ets variant 4,ENSG00000175832,true,,
protein_coding,C19orf53,19p13.13,chromosome 19 open reading frame 53,ENSG00000104979,,,
protein_coding,WASF2,1p36.11,"WAS protein family, member 2",ENSG00000158195,,,
protein_coding,ZNF629,16p11.2,zinc finger protein 629,ENSG00000102870,,,
protein_coding,URM1,9q34.11,ubiquitin related modifier 1,ENSG00000167118,,,
protein_coding,SFTPC,8p21.3,surfactant protein C,ENSG00000168484,,,
protein_coding,DGAT2,11q13.5,diacylglycerol O-acyltransferase 2,ENSG00000062282,,,
protein_coding,PPIAL4F,1q21.1,peptidylprolyl isomerase A (cyclophilin A)-like 4F,ENSG00000279782,,,
protein_coding,HPRT1,Xq26.2,hypoxanthine phosphoribosyltransferase 1,ENSG00000165704,,Xq26.3,
processed_pseudogene,RP13-266I11.1,Xq23,RP13-266I11.1,ENSG00000271400,,,
transcribed_unprocessed_pseudogene,CTD-3092A11.1,15q13.2,CTD-3092A11.1,ENSG00000215302,,,
protein_coding,LRRTM1,2p12,leucine rich repeat transmembrane neuronal 1,ENSG00000162951,,,
protein_coding,NKX3-1,8p21.2,NK3 homeobox 1,ENSG00000167034,,,
antisense,CECR5-AS1,22q11.1,CECR5 antisense RNA 1,ENSG00000185837,,,
protein_coding,AGTRAP,1p36.22,angiotensin II receptor-associated protein,ENSG00000177674,,,
protein_coding,HIST1H4I,6p22.1,"histone cluster 1, H4i",ENSG00000276180,,,
protein_coding,ZNF2,2q11.1,zinc finger protein 2,ENSG00000275111,,,
protein_coding,SLAMF1,1q23.3,signaling lymphocytic activation molecule family member 1,ENSG00000117090,,,
protein_coding,ZC3H12C,11q22.3,zinc finger CCCH-type containing 12C,ENSG00000149289,,,
protein_coding,GNGT2,17q21.32,"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2",ENSG00000167083,,,
protein_coding,GPR142,17q25.1,G protein-coupled receptor 142,ENSG00000257008,,,
protein_coding,ZNF362,1p35.1,zinc finger protein 362,ENSG00000160094,,,
protein_coding,PDCD4,10q25.2,programmed cell death 4 (neoplastic transformation inhibitor),ENSG00000150593,,,
protein_coding,GLYATL3,6p12.3,glycine-N-acyltransferase-like 3,ENSG00000203972,,,
processed_pseudogene,EI24P4,7q35,etoposide induced 2.4 pseudogene 4,ENSG00000236343,,,
lincRNA,RP11-345F18.1,4q12,RP11-345F18.1,ENSG00000250821,,,
protein_coding,DIRC2,3q21.1,disrupted in renal carcinoma 2,ENSG00000138463,,,
processed_pseudogene,GMCL1P1,5q35.3,"germ cell-less, spermatogenesis associated 1 pseudogene 1",ENSG00000244234,,,
processed_pseudogene,HMGB1P1,20q13.31,high mobility group box 1 pseudogene 1,ENSG00000124097,,,
protein_coding,TAS2R30,12p13.2,"taste receptor, type 2, member 30",ENSG00000256188,,,
protein_coding,ZNF208,19p12,zinc finger protein 208,ENSG00000160321,,,
protein_coding,LRRC37B,17q11.2,leucine rich repeat containing 37B,ENSG00000185158,,,
protein_coding,EHD3,2p23.1,EH-domain containing 3,ENSG00000013016,,,
protein_coding,ZBED1,Xp22.33,"zinc finger, BED-type containing 1",ENSG00000214717,,,
protein_coding,RRM1,11p15.4,ribonucleotide reductase M1,ENSG00000167325,,,
TR_V_gene,TRBV6-7,7q34,T cell receptor beta variable 6-7 (non-functional),ENSG00000253188,,,
protein_coding,BHLHE22,8q12.3,"basic helix-loop-helix family, member e22",ENSG00000180828,,,
processed_pseudogene,AC092933.3,3q29,AC092933.3,ENSG00000225770,,,
protein_coding,GFY,19q13.33,"golgi-associated, olfactory signaling regulator",ENSG00000261949,,,
protein_coding,LHFPL2,5q14.1,lipoma HMGIC fusion partner-like 2,ENSG00000145685,,,
protein_coding,PARP6,15q23,"poly (ADP-ribose) polymerase family, member 6",ENSG00000137817,,,
protein_coding,FASLG,1q24.3,"Fas ligand (TNF superfamily, member 6)",ENSG00000117560,,,
protein_coding,PTGES3,12q13.3,prostaglandin E synthase 3 (cytosolic),ENSG00000110958,,,
protein_coding,C10orf105,10q22.1,chromosome 10 open reading frame 105,ENSG00000214688,,,
transcribed_unprocessed_pseudogene,PPBPP2,4q13.3,pro-platelet basic protein pseudogene 2,ENSG00000248848,,,
protein_coding,C2orf43,2p24.1,chromosome 2 open reading frame 43,ENSG00000118961,,,
protein_coding,TCAIM,3p21.31,"T cell activation inhibitor, mitochondrial",ENSG00000179152,,,
protein_coding,PIGO,9p13.3,"phosphatidylinositol glycan anchor biosynthesis, class O",ENSG00000165282,,,
protein_coding,HIC1,17p13.3,hypermethylated in cancer 1,ENSG00000177374,,,
lincRNA,C10orf95,10q24.32,chromosome 10 open reading frame 95,ENSG00000120055,,,
antisense,BAALC-AS2,8q22.3,BAALC antisense RNA 2,ENSG00000236939,,,
protein_coding,RCAN2,6p12.3,regulator of calcineurin 2,ENSG00000172348,,,
protein_coding,CCL14,17q12,chemokine (C-C motif) ligand 14,ENSG00000276409,,,
protein_coding,IL19,1q32.1,interleukin 19,ENSG00000142224,,,
protein_coding,TSTA3,8q24.3,tissue specific transplantation antigen P35B,ENSG00000104522,,,
protein_coding,ARFGEF3,6q23.3,ARFGEF family member 3,ENSG00000112379,,6q24.1,
protein_coding,C12orf79,,chromosome 12 open reading frame 79,ENSG00000279037,,,
protein_coding,TMEM41B,11p15.4,transmembrane protein 41B,ENSG00000166471,,,
protein_coding,RECQL4,8q24.3,RecQ protein-like 4,ENSG00000160957,true,,
protein_coding,NAB2,12q13.3,NGFI-A binding protein 2 (EGR1 binding protein 2),ENSG00000166886,true,,
protein_coding,AQP2,12q13.12,aquaporin 2 (collecting duct),ENSG00000167580,,,
protein_coding,TPTE,21p11.2,transmembrane phosphatase with tensin homology,ENSG00000274391,,,
protein_coding,MTFR1,8q13.1,mitochondrial fission regulator 1,ENSG00000066855,,,
protein_coding,ITGB8,7p21.1,"integrin, beta 8",ENSG00000105855,,,
protein_coding,SHQ1,3p13,"SHQ1, H/ACA ribonucleoprotein assembly factor",ENSG00000144736,,,
protein_coding,SRP72,4q12,signal recognition particle 72kDa,ENSG00000174780,,,
lincRNA,LINC00461,5q14.3,long intergenic non-protein coding RNA 461,ENSG00000245526,,,
IG_V_gene,IGHV3-73,14q32.33,immunoglobulin heavy variable 3-73,ENSG00000211976,,,
protein_coding,STAT5B,17q21.2,signal transducer and activator of transcription 5B,ENSG00000173757,true,,
protein_coding,SAFB,19p13.3,scaffold attachment factor B,ENSG00000160633,,,
lincRNA,RP11-356C4.5,16q24.3,RP11-356C4.5,ENSG00000261172,,,
protein_coding,PTTG1IP,21q22.3,pituitary tumor-transforming 1 interacting protein,ENSG00000183255,,,
protein_coding,LEAP2,5q31.1,liver expressed antimicrobial peptide 2,ENSG00000164406,,,
protein_coding,ANP32D,12q13.11,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member D",ENSG00000139223,,,
protein_coding,MOB3C,1p33,MOB kinase activator 3C,ENSG00000142961,,,
protein_coding,CRYAB,11q23.1,"crystallin, alpha B",ENSG00000109846,,,
protein_coding,HIRA,22q11.21,histone cell cycle regulator,ENSG00000100084,,,
protein_coding,EXOSC2,9q34.12,exosome component 2,ENSG00000130713,,,
protein_coding,MEF2B,19p13.11,myocyte enhancer factor 2B,ENSG00000213999,,,
protein_coding,ATP11AUN,13q34,ATP11A upstream neighbor,ENSG00000197595,,,
protein_coding,XPC,3p25.1,"xeroderma pigmentosum, complementation group C",ENSG00000154767,true,,
protein_coding,CLMP,11q24.1,CXADR-like membrane protein,ENSG00000166250,,,
protein_coding,OLIG3,6q23.3,oligodendrocyte transcription factor 3,ENSG00000177468,,,
protein_coding,PPIG,2q31.1,peptidylprolyl isomerase G (cyclophilin G),ENSG00000138398,,,
protein_coding,ZMPSTE24,1p34.2,zinc metallopeptidase STE24,ENSG00000084073,,,
antisense,AP000281.2,21q22.11,AP000281.2,ENSG00000232360,,,
protein_coding,PDP1,8q22.1,pyruvate dehyrogenase phosphatase catalytic subunit 1,ENSG00000164951,,,
protein_coding,PLA2G15,16q22.1,"phospholipase A2, group XV",ENSG00000103066,,,
protein_coding,SNTN,3p14.2,"sentan, cilia apical structure protein",ENSG00000188817,,,
protein_coding,C4orf47,4q35.1,chromosome 4 open reading frame 47,ENSG00000205129,,,
protein_coding,TMEM105,17q25.3,transmembrane protein 105,ENSG00000185332,,,
protein_coding,TUBA1C,12q13.12,"tubulin, alpha 1c",ENSG00000167553,,,
processed_pseudogene,RP11-163G10.2,1p34.2,RP11-163G10.2,ENSG00000230116,,,
protein_coding,GCAT,22q13.1,glycine C-acetyltransferase,ENSG00000100116,,,
protein_coding,TOM1L2,17p11.2,target of myb1-like 2 (chicken),ENSG00000175662,,,
unitary_pseudogene,TMCO5B,15q13.3,"transmembrane and coiled-coil domains 5B, pseudogene",ENSG00000215296,,,
miRNA,MIR299,14q32.31,microRNA 299,ENSG00000207749,,,
protein_coding,RTEL1-TNFRSF6B,20q13.33,RTEL1-TNFRSF6B readthrough (NMD candidate),ENSG00000026036,,,
protein_coding,COX20,1q44,COX20 cytochrome c oxidase assembly factor,ENSG00000203667,,,
protein_coding,GOLGA1,9q33.3,golgin A1,ENSG00000136935,,,
protein_coding,OPHN1,Xq12,oligophrenin 1,ENSG00000079482,,,
protein_coding,GLCCI1,7p21.3,glucocorticoid induced 1,ENSG00000106415,,,
protein_coding,CD40LG,Xq26.3,CD40 ligand,ENSG00000102245,,,
protein_coding,NAALADL2,3q26.31,N-acetylated alpha-linked acidic dipeptidase-like 2,ENSG00000177694,,,
protein_coding,TNKS2,10q23.32,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2",ENSG00000107854,,,
protein_coding,LGI4,19q13.12,"leucine-rich repeat LGI family, member 4",ENSG00000153902,,,
protein_coding,MEDAG,13q12.3,mesenteric estrogen-dependent adipogenesis,ENSG00000102802,,,
unprocessed_pseudogene,RP11-529A4.10,11q14.3,RP11-529A4.10,ENSG00000255011,,,
protein_coding,ZNF346,5q35.2,zinc finger protein 346,ENSG00000113761,,,
protein_coding,DFNB31,9q32,"deafness, autosomal recessive 31",ENSG00000095397,,,
processed_pseudogene,RP3-467N11.2,6q16.3,RP3-467N11.2,ENSG00000270987,,,
protein_coding,DDX3X,Xp11.4,"DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked",ENSG00000215301,,,
protein_coding,GSDMB,17q21.1,gasdermin B,ENSG00000073605,,,
protein_coding,CACNA2D4,12p13.33,"calcium channel, voltage-dependent, alpha 2/delta subunit 4",ENSG00000151062,,,
protein_coding,CNBD2,20q11.23,cyclic nucleotide binding domain containing 2,ENSG00000149646,,,
protein_coding,DDX6,11q23.3,DEAD (Asp-Glu-Ala-Asp) box helicase 6,ENSG00000110367,true,,
protein_coding,NPY2R,4q32.1,neuropeptide Y receptor Y2,ENSG00000185149,,,
protein_coding,TCEAL8,Xq22.1,transcription elongation factor A (SII)-like 8,ENSG00000180964,,,
protein_coding,DAGLA,11q12.2,"diacylglycerol lipase, alpha",ENSG00000134780,,,
protein_coding,IFNLR1,1p36.11,"interferon, lambda receptor 1",ENSG00000185436,,,
protein_coding,G3BP2,4q21.1,GTPase activating protein (SH3 domain) binding protein 2,ENSG00000138757,,,
TR_C_gene,TRAC,14q11.2,T cell receptor alpha constant,ENSG00000277734,,,
miRNA,MIR374B,Xq13.2,microRNA 374b,ENSG00000212027,,,
protein_coding,CTD-2105E13.6,19q13.42,CTD-2105E13.6,ENSG00000267706,,,
protein_coding,USP17L3,8p23.1,ubiquitin specific peptidase 17-like family member 3,ENSG00000225327,,,
protein_coding,SYK,9q22.2,spleen tyrosine kinase,ENSG00000165025,true,,
protein_coding,SIX1,14q23.1,SIX homeobox 1,ENSG00000126778,,,
protein_coding,BCS1L,2q35,BC1 (ubiquinol-cytochrome c reductase) synthesis-like,ENSG00000074582,,,
protein_coding,AMOT,Xq23,angiomotin,ENSG00000126016,,,
protein_coding,LINGO3,19p13.3,leucine rich repeat and Ig domain containing 3,ENSG00000220008,,,
protein_coding,CNPY3,6p21.1,canopy FGF signaling regulator 3,ENSG00000137161,,,
protein_coding,PXMP2,12q24.33,"peroxisomal membrane protein 2, 22kDa",ENSG00000176894,,,
protein_coding,C1orf159,1p36.33,chromosome 1 open reading frame 159,ENSG00000131591,,,
protein_coding,OMA1,1p32.2,OMA1 zinc metallopeptidase,ENSG00000162600,,1p32.1,
protein_coding,SH3GLB1,1p22.3,SH3-domain GRB2-like endophilin B1,ENSG00000097033,,,
protein_coding,MAGEA2,Xq28,melanoma antigen family A2,ENSG00000268606,,,
protein_coding,EIF2B3,1p34.1,"eukaryotic translation initiation factor 2B, subunit 3 gamma, 58kDa",ENSG00000070785,,,
protein_coding,PER2,2q37.3,period circadian clock 2,ENSG00000132326,,,
protein_coding,HOXB3,17q21.32,homeobox B3,ENSG00000120093,,,
protein_coding,NRDE2,14q32.11,"NRDE-2, necessary for RNA interference, domain containing",ENSG00000119720,,,
protein_coding,C6orf118,6q27,chromosome 6 open reading frame 118,ENSG00000112539,,,
protein_coding,GJC1,17q21.31,"gap junction protein, gamma 1, 45kDa",ENSG00000182963,,,
protein_coding,XPO5,6p21.1,exportin 5,ENSG00000124571,,,
protein_coding,COG8,16q22.1,component of oligomeric golgi complex 8,ENSG00000213380,,,
protein_coding,RAB9B,Xq22.2,"RAB9B, member RAS oncogene family",ENSG00000123570,,,
protein_coding,NOVA2,19q13.32,neuro-oncological ventral antigen 2,ENSG00000104967,,,
protein_coding,SIGLEC1,20p13,"sialic acid binding Ig-like lectin 1, sialoadhesin",ENSG00000088827,,,
protein_coding,C7orf73,7q33,chromosome 7 open reading frame 73,ENSG00000243317,,,
protein_coding,PSMD12,17q24.2,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 12",ENSG00000197170,,,
protein_coding,CDON,11q24.2,"cell adhesion associated, oncogene regulated",ENSG00000064309,,,
protein_coding,CCDC170,6q25.1,coiled-coil domain containing 170,ENSG00000120262,,,
protein_coding,MBD3L1,19p13.2,methyl-CpG binding domain protein 3-like 1,ENSG00000170948,,,
protein_coding,PIWIL2,8p21.3,piwi-like RNA-mediated gene silencing 2,ENSG00000197181,,,
protein_coding,HCRTR1,1p35.2,hypocretin (orexin) receptor 1,ENSG00000121764,,,
protein_coding,SLC15A2,3q13.33,"solute carrier family 15 (oligopeptide transporter), member 2",ENSG00000163406,,,
protein_coding,WFDC3,20q13.12,WAP four-disulfide core domain 3,ENSG00000124116,,,
protein_coding,NTSR2,2p25.1,neurotensin receptor 2,ENSG00000169006,,,
protein_coding,COMMD5,8q24.3,COMM domain containing 5,ENSG00000170619,,,
protein_coding,AURKB,17p13.1,aurora kinase B,ENSG00000178999,,,
protein_coding,CNGA2,Xq28,cyclic nucleotide gated channel alpha 2,ENSG00000183862,,,
protein_coding,DRD2,11q23.2,dopamine receptor D2,ENSG00000149295,,,
protein_coding,ENSA,1q21.3,endosulfine alpha,ENSG00000143420,,,
protein_coding,ZNF324B,19q13.43,zinc finger protein 324B,ENSG00000249471,,,
protein_coding,SPATA24,5q31.2,spermatogenesis associated 24,ENSG00000170469,,,
protein_coding,SIAE,11q24.2,sialic acid acetylesterase,ENSG00000110013,,,
protein_coding,STARD13,13q13.1,StAR-related lipid transfer (START) domain containing 13,ENSG00000133121,,,
protein_coding,PVRL4,1q23.3,poliovirus receptor-related 4,ENSG00000143217,,,
protein_coding,CPNE4,3q22.1,copine IV,ENSG00000196353,,,
protein_coding,PIR,Xp22.2,pirin (iron-binding nuclear protein),ENSG00000087842,,,
protein_coding,LYZL4,3p22.1,lysozyme-like 4,ENSG00000157093,,,
misc_RNA,Y_RNA,7q11.23,Y_RNA,ENSG00000239069,,,
protein_coding,RPL10,Xq28,ribosomal protein L10,ENSG00000147403,true,,
protein_coding,MYCT1,6q25.2,myc target 1,ENSG00000120279,,,
protein_coding,KCNS1,20q13.12,"potassium voltage-gated channel, modifier subfamily S, member 1",ENSG00000124134,,,
protein_coding,ERMP1,9p24.1,endoplasmic reticulum metallopeptidase 1,ENSG00000099219,,,
protein_coding,ANKRD20A1,9q21.11,"ankyrin repeat domain 20 family, member A1",ENSG00000260691,,,
antisense,SVIL-AS1,10p11.23,SVIL antisense RNA 1,ENSG00000224597,,,
lincRNA,RP11-351J23.2,6q27,RP11-351J23.2,ENSG00000272549,,,
protein_coding,SLC5A3,21q22.11,"solute carrier family 5 (sodium/myo-inositol cotransporter), member 3",ENSG00000198743,,,
protein_coding,VAV2,9q34.2,vav 2 guanine nucleotide exchange factor,ENSG00000160293,,,
protein_coding,AL023806.1,6q24.3,AL023806.1,ENSG00000280184,,,
protein_coding,FGF13,Xq26.3,fibroblast growth factor 13,ENSG00000129682,,Xq27.1,
protein_coding,BTNL3,5q35.3,butyrophilin-like 3,ENSG00000168903,,,
processed_pseudogene,RP13-7D7.1,12p11.1,RP13-7D7.1,ENSG00000256614,,,
protein_coding,C1orf53,1q31.3,chromosome 1 open reading frame 53,ENSG00000203724,,,
protein_coding,BIVM,13q33.1,"basic, immunoglobulin-like variable motif containing",ENSG00000134897,,,
lincRNA,PWRN1,15q11.2,Prader-Willi region non-protein coding RNA 1,ENSG00000259905,,,
