name,cytoband,gene_id,symbol,biotype
musculin,8q13.3,ENSG00000178860,MSC,protein_coding
"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12",12q22,ENSG00000184752,NDUFA12,protein_coding
cathepsin L,9q21.33,ENSG00000135047,CTSL,protein_coding
AC112719.2,4q21.1,ENSG00000280671,AC112719.2,protein_coding
alpha-kinase 2,18q21.31,ENSG00000198796,ALPK2,protein_coding
nucleic acid binding protein 2,12q13.3,ENSG00000139579,NABP2,protein_coding
synaptonemal complex central element protein 3,22q13.33,ENSG00000217442,SYCE3,protein_coding
microRNA 1208,8q24.21,ENSG00000221261,MIR1208,miRNA
"chaperonin containing TCP1, subunit 7 (eta)",2p13.2,ENSG00000135624,CCT7,protein_coding
aldehyde oxidase 1,2q33.1,ENSG00000138356,AOX1,protein_coding
RP11-687M24.4,11q24.2,ENSG00000255475,RP11-687M24.4,lincRNA
CTD-2521M24.10,19p13.11,ENSG00000269035,CTD-2521M24.10,protein_coding
DNA (cytosine-5-)-methyltransferase 3-like,21q22.3,ENSG00000142182,DNMT3L,protein_coding
DiGeorge syndrome critical region gene 6-like,22q11.21,ENSG00000128185,DGCR6L,protein_coding
BRO1 domain and CAAX motif containing,1q41,ENSG00000162819,BROX,protein_coding
"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",3q27.1,ENSG00000176597,B3GNT5,protein_coding
"small nucleolar RNA, C/D box 116-5",15q11.2,ENSG00000207191,SNORD116-5,snoRNA
"HAUS augmin-like complex, subunit 2",15q15.2,ENSG00000137814,HAUS2,protein_coding
nucleoporin 54kDa,4q21.1,ENSG00000138750,NUP54,protein_coding
retina and anterior neural fold homeobox,18q21.32,ENSG00000134438,RAX,protein_coding
immunoglobulin lambda variable 6-57,22q11.22,ENSG00000211640,IGLV6-57,IG_V_gene
zinc finger protein 565,19q13.12,ENSG00000196357,ZNF565,protein_coding
"UTP14, U3 small nucleolar ribonucleoprotein, homolog C (yeast)",13q14.3,ENSG00000253797,UTP14C,protein_coding
interleukin 13,5q31.1,ENSG00000169194,IL13,protein_coding
selectin P ligand,12q24.11,ENSG00000110876,SELPLG,protein_coding
zinc finger with KRAB and SCAN domains 4,6p22.1,ENSG00000187626,ZKSCAN4,protein_coding
basic helix-loop-helix and HMG box domain containing 1,19q13.32,ENSG00000237452,BHMG1,protein_coding
ADAM metallopeptidase domain 15,1q21.3,ENSG00000143537,ADAM15,protein_coding
prolyl 3-hydroxylase 3,12p13.31,ENSG00000110811,P3H3,protein_coding
"neuroblastoma breakpoint family, member 14",1q21.2,ENSG00000270629,NBPF14,protein_coding
ataxin 3-like,Xp22.2,ENSG00000123594,ATXN3L,protein_coding
"major histocompatibility complex, class I, A",6p22.1,ENSG00000206503,HLA-A,protein_coding
toll-like receptor 7,Xp22.2,ENSG00000196664,TLR7,protein_coding
"FK506 binding protein 15, 133kDa",9q32,ENSG00000119321,FKBP15,protein_coding
fidgetin-like 1,7p12.2,ENSG00000132436,FIGNL1,protein_coding
"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2",7q22.1,ENSG00000241468,ATP5J2,protein_coding
splicing regulatory glutamine/lysine-rich protein 1,5q12.3,ENSG00000153914,SREK1,protein_coding
heme binding protein 1,12p13.1,ENSG00000013583,HEBP1,protein_coding
immunoglobulin heavy variable 3/OR16-9 (non-functional),16p11.2,ENSG00000270472,IGHV3OR16-9,IG_V_gene
"5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled",6q14.1,ENSG00000135312,HTR1B,protein_coding
paraneoplastic Ma antigen 1,14q24.3,ENSG00000176903,PNMA1,protein_coding
ALX homeobox 1,12q21.31,ENSG00000180318,ALX1,protein_coding
"cytochrome P450, family 11, subfamily B, polypeptide 2",8q24.3,ENSG00000179142,CYP11B2,protein_coding
STEAP family member 4,7q21.12,ENSG00000127954,STEAP4,protein_coding
high mobility group box 2,4q34.1,ENSG00000164104,HMGB2,protein_coding
signaling threshold regulating transmembrane adaptor 1,9p13.3,ENSG00000137078,SIT1,protein_coding
"retinoic acid receptor, gamma",12q13.13,ENSG00000172819,RARG,protein_coding
"cysteinyl-tRNA synthetase 2, mitochondrial (putative)",13q34,ENSG00000134905,CARS2,protein_coding
"NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)",2q33.3,ENSG00000023228,NDUFS1,protein_coding
"protein phosphatase 1, regulatory subunit 18",6p21.33,ENSG00000146112,PPP1R18,protein_coding
G protein-coupled receptor 34,Xp11.4,ENSG00000171659,GPR34,protein_coding
septin 8,5q31.1,ENSG00000164402,8-Sep,protein_coding
"glutamate receptor, metabotropic 8",7q31.33,ENSG00000179603,GRM8,protein_coding
FO538757.3,1p36.33,ENSG00000279928,FO538757.3,protein_coding
MACRO domain containing 2,20p12.1,ENSG00000172264,MACROD2,protein_coding
"FYVE, RhoGEF and PH domain containing 3",9q22.31,ENSG00000127084,FGD3,protein_coding
"potassium channel, voltage gated modifier subfamily G, member 1",20q13.13,ENSG00000026559,KCNG1,protein_coding
RANBP2-like and GRIP domain containing 1,2p11.2,ENSG00000187627,RGPD1,protein_coding
BR serine/threonine kinase 1,19q13.42,ENSG00000160469,BRSK1,protein_coding
"olfactory receptor, family 51, subfamily M, member 1",11p15.4,ENSG00000184698,OR51M1,protein_coding
unc-13 homolog A (C. elegans),19p13.11,ENSG00000130477,UNC13A,protein_coding
carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7,Xp11.3,ENSG00000147119,CHST7,protein_coding
Ras protein-specific guanine nucleotide-releasing factor 1,15q25.1,ENSG00000058335,RASGRF1,protein_coding
chromosome 19 open reading frame 40,19q13.11,ENSG00000131944,C19orf40,protein_coding
ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited),20q13.13,ENSG00000124198,ARFGEF2,protein_coding
SAP30 binding protein,17q25.1,ENSG00000161526,SAP30BP,protein_coding
coiled-coil domain containing 108,2q35,ENSG00000181378,CCDC108,protein_coding
"crystallin, beta B2",22q11.23,ENSG00000244752,CRYBB2,protein_coding
RB1-inducible coiled-coil 1,8q11.23,ENSG00000023287,RB1CC1,protein_coding
histidine ammonia-lyase,12q23.1,ENSG00000084110,HAL,protein_coding
TGFB1-induced anti-apoptotic factor 1,17q11.2,ENSG00000221995,TIAF1,protein_coding
EF-hand calcium binding domain 5,17q11.2,ENSG00000176927,EFCAB5,protein_coding
leucine rich repeat containing 75A,17p11.2,ENSG00000181350,LRRC75A,protein_coding
serine/arginine-rich splicing factor 4,1p35.3,ENSG00000116350,SRSF4,protein_coding
zinc finger family member 783,7q36.1,ENSG00000204946,ZNF783,protein_coding
acyl-CoA binding domain containing 3,1q42.12,ENSG00000182827,ACBD3,protein_coding
"C-type lectin domain family 18, member B",16q23.1,ENSG00000140839,CLEC18B,protein_coding
"TPX2, microtubule-associated",20q11.21,ENSG00000088325,TPX2,protein_coding
"olfactory receptor, family 52, subfamily A, member 5",11p15.4,ENSG00000171944,OR52A5,protein_coding
adenomatosis polyposis coli down-regulated 1-like,20q13.32,ENSG00000198768,APCDD1L,protein_coding
transmembrane protein 106A,17q21.31,ENSG00000184988,TMEM106A,protein_coding
"cytochrome b561 family, member A3",11q12.2,ENSG00000162144,CYB561A3,protein_coding
"family with sequence similarity 65, member B",6p22.3,ENSG00000111913,FAM65B,protein_coding
"potassium channel, voltage gated shaker related subfamily A, member 5",12p13.32,ENSG00000130037,KCNA5,protein_coding
androglobin,6q24.3,ENSG00000118492,ADGB,protein_coding
transmembrane protein 82,1p36.21,ENSG00000162460,TMEM82,protein_coding
ring finger protein 151,16p13.3,ENSG00000179580,RNF151,protein_coding
cytochrome c oxidase subunit VIa polypeptide 1 pseudogene 2,6p21.2,ENSG00000226976,COX6A1P2,processed_pseudogene
"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",1q42.13,ENSG00000154358,OBSCN,protein_coding
RANBP2-like and GRIP domain containing 2,2p11.2,ENSG00000185304,RGPD2,protein_coding
immunoglobulin lambda variable 3-27,22q11.22,ENSG00000211658,IGLV3-27,IG_V_gene
ras homolog family member B,2p24.1,ENSG00000143878,RHOB,protein_coding
LYR motif containing 2,6q15,ENSG00000083099,LYRM2,protein_coding
nascent polypeptide-associated complex alpha subunit 2,17q23.2,ENSG00000253506,NACA2,protein_coding
troponin T type 2 (cardiac),1q32.1,ENSG00000118194,TNNT2,protein_coding
"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3 pseudogene 1",1p32.3,ENSG00000236253,SLC25A3P1,transcribed_processed_pseudogene
LINC01297,14q11.2,ENSG00000274827,LINC01297,lincRNA
vacuolar protein sorting 37 homolog B (S. cerevisiae),12q24.31,ENSG00000139722,VPS37B,protein_coding
"secretoglobin, family 3A, member 1",5q35.3,ENSG00000161055,SCGB3A1,protein_coding
dystrotelin,2q33.3,ENSG00000232125,DYTN,protein_coding
calcium responsive transcription factor,2q33.2,ENSG00000138380,CARF,protein_coding
CTD-3099C6.11,19q13.41,ENSG00000268970,CTD-3099C6.11,sense_intronic
hydroxysteroid (17-beta) dehydrogenase 10,Xp11.22,ENSG00000072506,HSD17B10,protein_coding
complement factor H-related 5,1q31.3,ENSG00000134389,CFHR5,protein_coding
"serum amyloid A4, constitutive",11p15.1,ENSG00000148965,SAA4,protein_coding
cell division cycle and apoptosis regulator 1,10q21.3,ENSG00000060339,CCAR1,protein_coding
isochorismatase domain containing 2,19q13.42,ENSG00000063241,ISOC2,protein_coding
"family with sequence similarity 133, member A",Xq21.32,ENSG00000179083,FAM133A,protein_coding
zinc finger protein 630,Xp11.23,ENSG00000221994,ZNF630,protein_coding
minichromosome maintenance complex component 2,3q21.3,ENSG00000073111,MCM2,protein_coding
cyclin D binding myb-like transcription factor 1,7q21.12,ENSG00000135164,DMTF1,protein_coding
"keratin 24, type I",17q21.2,ENSG00000167916,KRT24,protein_coding
"calmodulin 3 (phosphorylase kinase, delta)",19q13.32,ENSG00000160014,CALM3,protein_coding
dermokine,19q13.12,ENSG00000161249,DMKN,protein_coding
"olfactory receptor, family 2, subfamily T, member 11 (gene/pseudogene)",,ENSG00000183130,OR2T11,protein_coding
"pepsinogen 3, group I (pepsinogen A)",11q12.2,ENSG00000229859,PGA3,protein_coding
SECIS binding protein 2-like,15q21.1,ENSG00000138593,SECISBP2L,protein_coding
"secreted phosphoprotein 2, 24kDa",2q37.1,ENSG00000072080,SPP2,protein_coding
"protease, serine, 46",3p21.31,ENSG00000261603,PRSS46,protein_coding
"glutamyl-tRNA synthetase 2, mitochondrial",16p12.2,ENSG00000103356,EARS2,protein_coding
"keratin 78, type II",12q13.13,ENSG00000170423,KRT78,protein_coding
PRAME family member 26,1p36.21,ENSG00000229571,PRAMEF26,protein_coding
"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2",2q36.1,ENSG00000135919,SERPINE2,protein_coding
protection of telomeres 1,7q31.33,ENSG00000128513,POT1,protein_coding
interleukin 11,19q13.42,ENSG00000095752,IL11,protein_coding
"RAS-like, family 11, member A",13q12.2,ENSG00000122035,RASL11A,protein_coding
cyclin E1,19q12,ENSG00000105173,CCNE1,protein_coding
neuroligin 2,17p13.1,ENSG00000169992,NLGN2,protein_coding
mevalonate kinase,12q24.11,ENSG00000110921,MVK,protein_coding
synaptotagmin XVI,14q23.2,ENSG00000139973,SYT16,protein_coding
"laminin, alpha 2",6q22.33,ENSG00000196569,LAMA2,protein_coding
"C-type lectin domain family 4, member A",12p13.31,ENSG00000111729,CLEC4A,protein_coding
cathepsin Z,20q13.32,ENSG00000101160,CTSZ,protein_coding
bromodomain containing 2,6p21.32,ENSG00000204256,BRD2,protein_coding
leucine rich repeat and fibronectin type III domain containing 3,19q13.12,ENSG00000126243,LRFN3,protein_coding
mercaptopyruvate sulfurtransferase,22q12.3,ENSG00000128309,MPST,protein_coding
"ribonuclease, RNase A family, 3",14q11.2,ENSG00000169397,RNASE3,protein_coding
CREB3 regulatory factor,5q35.1,ENSG00000164463,CREBRF,protein_coding
"Rab geranylgeranyltransferase, beta subunit",1p31.1,ENSG00000137955,RABGGTB,protein_coding
zinc finger protein 608,5q23.2,ENSG00000168916,ZNF608,protein_coding
"solute carrier family 38, member 9",5q11.2,ENSG00000177058,SLC38A9,protein_coding
transmembrane protein 182,2q12.1,ENSG00000170417,TMEM182,protein_coding
"protein tyrosine phosphatase, receptor type, F",1p34.2,ENSG00000142949,PTPRF,protein_coding
RP5-1063M23.2,12p13.32,ENSG00000236908,RP5-1063M23.2,lincRNA
centrosomal protein 55kDa,10q23.33,ENSG00000138180,CEP55,protein_coding
mitogen-activated protein kinase 8 interacting protein 2,22q13.33,ENSG00000008735,MAPK8IP2,protein_coding
transmembrane protein 55B,14q11.2,ENSG00000165782,TMEM55B,protein_coding
BCL2-like 14 (apoptosis facilitator),12p13.2,ENSG00000121380,BCL2L14,protein_coding
splA/ryanodine receptor domain and SOCS box containing 1,1p36.22,ENSG00000171621,SPSB1,protein_coding
"olfactory receptor, family 6, subfamily C, member 6",12q13.2,ENSG00000188324,OR6C6,protein_coding
KIAA0825,5q15,ENSG00000185261,KIAA0825,protein_coding
ring finger protein 141,11p15.4,ENSG00000110315,RNF141,protein_coding
centromere protein P,9q22.31,ENSG00000188312,CENPP,protein_coding
"lipase, member H",3q27.2,ENSG00000163898,LIPH,protein_coding
Ras-homolog enriched in brain pseudogene 2,10q11.22,ENSG00000226964,RHEBP2,processed_pseudogene
"crystallin, beta A2",2q35,ENSG00000163499,CRYBA2,protein_coding
adhesion G protein-coupled receptor B2,1p35.2,ENSG00000121753,ADGRB2,protein_coding
"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1",1p12,ENSG00000203857,HSD3B1,protein_coding
AC131263.1,11p13,ENSG00000280550,AC131263.1,protein_coding
CDC-like kinase 1,2q33.1,ENSG00000013441,CLK1,protein_coding
"nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 42",15q24.1,ENSG00000259259,NPM1P42,processed_pseudogene
epididymal protein 3B,14q11.2,ENSG00000181552,EDDM3B,protein_coding
ADAMTS-like 3,15q25.2,ENSG00000156218,ADAMTSL3,protein_coding
coiled-coil domain containing 43,17q21.31,ENSG00000180329,CCDC43,protein_coding
"interferon, alpha-inducible protein 27",14q32.12,ENSG00000165949,IFI27,protein_coding
HEAT repeat containing 5B,2p22.2,ENSG00000008869,HEATR5B,protein_coding
AC024560.3,3q29,ENSG00000214135,AC024560.3,transcribed_unprocessed_pseudogene
SMG5 nonsense mediated mRNA decay factor,1q22,ENSG00000198952,SMG5,protein_coding
immunoglobulin heavy diversity 5-18,14q32.33,ENSG00000211915,IGHD5-18,IG_D_gene
kinesin family member 20A,5q31.2,ENSG00000112984,KIF20A,protein_coding
cell wall biogenesis 43 C-terminal homolog (S. cerevisiae),4p11,ENSG00000109182,CWH43,protein_coding
mitogen-activated protein kinase 11,22q13.33,ENSG00000185386,MAPK11,protein_coding
"cytochrome c, testis, pseudogene",2q31.2,ENSG00000249909,CYCTP,unitary_pseudogene
prostaglandin D2 receptor 2,11q12.2,ENSG00000183134,PTGDR2,protein_coding
"inhibitor of growth family, member 1",13q34,ENSG00000153487,ING1,protein_coding
"pyruvate dehydrogenase kinase, isozyme 4",7q21.3,ENSG00000004799,PDK4,protein_coding
spastic paraplegia 20 (Troyer syndrome),13q13.3,ENSG00000133104,SPG20,protein_coding
ajuba LIM protein,14q11.2,ENSG00000129474,AJUBA,protein_coding
CH17-140K24.8,5q31.3,ENSG00000279983,CH17-140K24.8,protein_coding
"RAP2C, member of RAS oncogene family",Xq26.2,ENSG00000123728,RAP2C,protein_coding
short stature homeobox,Xp22.33,ENSG00000185960,SHOX,protein_coding
"synaptosomal-associated protein, 25kDa",20p12.2,ENSG00000132639,SNAP25,protein_coding
urotensin 2 receptor,17q25.3,ENSG00000181408,UTS2R,protein_coding
"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha",11p15.1,ENSG00000011405,PIK3C2A,protein_coding
carcinoembryonic antigen-related cell adhesion molecule 4,19q13.2,ENSG00000105352,CEACAM4,protein_coding
"solute carrier family 25, member 46",5q22.1,ENSG00000164209,SLC25A46,protein_coding
zinc finger protein 260,19q13.12,ENSG00000254004,ZNF260,protein_coding
cysteine-rich protein 1 (intestinal),14q32.33,ENSG00000213145,CRIP1,protein_coding
zinc finger protein 675,19p12,ENSG00000197372,ZNF675,protein_coding
"LYN proto-oncogene, Src family tyrosine kinase",8q12.1,ENSG00000254087,LYN,protein_coding
retinitis pigmentosa 9 (autosomal dominant),7p14.3,ENSG00000164610,RP9,protein_coding
SR-related CTD-associated factor 1,19q13.33,ENSG00000126461,SCAF1,protein_coding
farnesyl diphosphate synthase,1q22,ENSG00000160752,FDPS,protein_coding
"UDP glycosyltransferase 3 family, polypeptide A1",5p13.2,ENSG00000145626,UGT3A1,protein_coding
"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa",22q13.2,ENSG00000184983,NDUFA6,protein_coding
synaptic Ras GTPase activating protein 1,6p21.32,ENSG00000197283,SYNGAP1,protein_coding
"solute carrier family 22, member 20",11q13.1,ENSG00000197847,SLC22A20,unitary_pseudogene
perforin 1 (pore forming protein),10q22.1,ENSG00000180644,PRF1,protein_coding
dual specificity phosphatase 12,1q23.3,ENSG00000081721,DUSP12,protein_coding
one cut homeobox 1,15q21.3,ENSG00000169856,ONECUT1,protein_coding
"splicing factor 3b, subunit 5, 10kDa",6q24.2,ENSG00000169976,SF3B5,protein_coding
microRNA 379,14q32.31,ENSG00000199088,MIR379,miRNA
"5-hydroxytryptamine (serotonin) receptor 1E, G protein-coupled",6q14.3,ENSG00000168830,HTR1E,protein_coding
keratin 16 pseudogene 3,17p11.2,ENSG00000214822,KRT16P3,transcribed_unprocessed_pseudogene
"defensin, beta 103B",8p23.1,ENSG00000177243,DEFB103B,protein_coding
KIAA1524,3q13.13,ENSG00000163507,KIAA1524,protein_coding
splA/ryanodine receptor domain and SOCS box containing 4,3q23,ENSG00000175093,SPSB4,protein_coding
FANCD2/FANCI-associated nuclease 1,15q13.3,ENSG00000198690,FAN1,protein_coding
target of myb1 (chicken)-like 1,17q22,ENSG00000141198,TOM1L1,protein_coding
proline rich 31,9q34.3,ENSG00000198454,PRR31,lincRNA
"small nucleolar RNA, C/D box 115-44",15q11.2,ENSG00000202261,SNORD115-44,snoRNA
mixed lineage kinase domain-like,16q23.1,ENSG00000168404,MLKL,protein_coding
retinitis pigmentosa 1-like 1,8p23.1,ENSG00000183638,RP1L1,protein_coding
zinc finger protein 143,11p15.4,ENSG00000166478,ZNF143,protein_coding
"solute carrier family 39 (zinc transporter), member 1",1q21.3,ENSG00000143570,SLC39A1,protein_coding
actin-like 7A,9q31.3,ENSG00000187003,ACTL7A,protein_coding
cilia and flagella associated protein 57,1p34.2,ENSG00000243710,CFAP57,protein_coding
granulin,17q21.31,ENSG00000030582,GRN,protein_coding
notchless homolog 1 (Drosophila),17q12,ENSG00000073536,NLE1,protein_coding
N-myristoyltransferase 1,17q21.31,ENSG00000136448,NMT1,protein_coding
"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa",19q13.42,ENSG00000170906,NDUFA3,protein_coding
regulator of G-protein signaling 14,5q35.3,ENSG00000169220,RGS14,protein_coding
"discs, large (Drosophila) homolog-associated protein 5",14q22.3,ENSG00000126787,DLGAP5,protein_coding
NUT family member 2A,10q23.2,ENSG00000184923,NUTM2A,protein_coding
"olfactory receptor, family 6, subfamily Y, member 1",1q23.1,ENSG00000197532,OR6Y1,protein_coding
protocadherin alpha 1,5q31.3,ENSG00000204970,PCDHA1,protein_coding
KiSS-1 metastasis-suppressor,1q32.1,ENSG00000170498,KISS1,protein_coding
"ring finger protein 41, E3 ubiquitin protein ligase",12q13.3,ENSG00000181852,RNF41,protein_coding
"neurexophilin and PC-esterase domain family, member 1",11q23.2,ENSG00000095110,NXPE1,protein_coding
alpha-methylacyl-CoA racemase,5p13.2,ENSG00000242110,AMACR,protein_coding
KIAA1324-like,7q21.12,ENSG00000164659,KIAA1324L,protein_coding
chromosome X open reading frame 23,Xp22.12,ENSG00000173681,CXorf23,protein_coding
tetraspanin 5,4q23,ENSG00000168785,TSPAN5,protein_coding
"solute carrier family 22, member 17",14q11.2,ENSG00000092096,SLC22A17,protein_coding
formin binding protein 4,11p11.2,ENSG00000109920,FNBP4,protein_coding
