name,cytoband,symbol,gene_id,biotype
RN7SL422P,9q21.11,RN7SL422P,ENSG00000274852,misc_RNA
"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10",14q32.13,SERPINA10,ENSG00000140093,protein_coding
vasoactive intestinal peptide receptor 2,7q36.3,VIPR2,ENSG00000106018,protein_coding
DENN/MADD domain containing 4B,1q21.3,DENND4B,ENSG00000198837,protein_coding
"apoptosis-inducing, TAF9-like domain 1",1p36.22,APITD1,ENSG00000175279,protein_coding
zinc finger protein 625,19p13.2,ZNF625,ENSG00000257591,protein_coding
TEN1 CST complex subunit,17q25.1,TEN1,ENSG00000257949,protein_coding
"spectrin, beta, erythrocytic",14q23.3,SPTB,ENSG00000070182,protein_coding
SH3 and SYLF domain containing 1,2p25.3,SH3YL1,ENSG00000035115,protein_coding
enamelin,4q13.3,ENAM,ENSG00000132464,protein_coding
chromosome 6 open reading frame 222,6p21.31,C6orf222,ENSG00000189325,protein_coding
"olfactory receptor, family 6, subfamily Q, member 1 (gene/pseudogene)",,OR6Q1,ENSG00000172381,protein_coding
"tubulin tyrosine ligase-like family member 13, pseudogene",15q26.1,TTLL13P,ENSG00000213471,unitary_pseudogene
proenkephalin,8q12.1,PENK,ENSG00000181195,protein_coding
queuine tRNA-ribosyltransferase 1,19p13.2,QTRT1,ENSG00000213339,protein_coding
"spermatogenesis associated, serine-rich 2",12q13.12,SPATS2,ENSG00000123352,protein_coding
methionine sulfoxide reductase A,8p23.1,MSRA,ENSG00000175806,protein_coding
"deltex 2, E3 ubiquitin ligase",7q11.23,DTX2,ENSG00000091073,protein_coding
DEXH (Asp-Glu-X-His) box polypeptide 58,17q21.2,DHX58,ENSG00000108771,protein_coding
RP11-193H5.1,1q43,RP11-193H5.1,ENSG00000237250,antisense
BTB (POZ) domain containing 9,6p21.2,BTBD9,ENSG00000183826,protein_coding
"suppression of tumorigenicity 18, zinc finger",8q11.23,ST18,ENSG00000147488,protein_coding
zinc finger protein 215,11p15.4,ZNF215,ENSG00000149054,protein_coding
O-6-methylguanine-DNA methyltransferase,10q26.3,MGMT,ENSG00000170430,protein_coding
histocompatibility (minor) HB-1,5q31.3,HMHB1,ENSG00000158497,protein_coding
triadin,6q22.31,TRDN,ENSG00000186439,protein_coding
FXYD domain containing ion transport regulator 6 pseudogene 3,Xq13.2,FXYD6P3,ENSG00000182707,processed_pseudogene
melanoma antigen family A1,Xq28,MAGEA1,ENSG00000198681,protein_coding
chromosome 4 open reading frame 19,4p14,C4orf19,ENSG00000154274,protein_coding
cyclin F,16p13.3,CCNF,ENSG00000162063,protein_coding
"interleukin 27 receptor, alpha",19p13.12,IL27RA,ENSG00000104998,protein_coding
"CD59 molecule, complement regulatory protein",11p13,CD59,ENSG00000085063,protein_coding
phenazine biosynthesis-like protein domain containing,10q21.3,PBLD,ENSG00000108187,protein_coding
immunoglobulin lambda variable 3-1,22q11.22,IGLV3-1,ENSG00000211673,IG_V_gene
"family with sequence similarity 71, member D",14q23.3,FAM71D,ENSG00000172717,protein_coding
ribosomal protein L36a,Xq22.1,RPL36A,ENSG00000241343,protein_coding
Spi-B transcription factor (Spi-1/PU.1 related),19q13.33,SPIB,ENSG00000269404,protein_coding
"olfactory receptor, family 1, subfamily M, member 1",19p13.2,OR1M1,ENSG00000170929,protein_coding
chromosome 9 open reading frame 66,9p24.3,C9orf66,ENSG00000183784,protein_coding
zinc finger protein 302,19q13.11,ZNF302,ENSG00000089335,protein_coding
"family with sequence similarity 188, member B",7p14.3,FAM188B,ENSG00000106125,protein_coding
SMAD family member 6,15q22.31,SMAD6,ENSG00000137834,protein_coding
proteolipid protein 2 (colonic epithelium-enriched),Xp11.23,PLP2,ENSG00000102007,protein_coding
extended synaptotagmin-like protein 3,3q22.3,ESYT3,ENSG00000158220,protein_coding
RP11-347C12.1,16p11.2,RP11-347C12.1,ENSG00000198064,protein_coding
RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene 2,16p11.2,RRN3P2,ENSG00000103472,transcribed_unprocessed_pseudogene
mitochondrial translational initiation factor 2,2p16.1,MTIF2,ENSG00000085760,protein_coding
B-cell CLL/lymphoma 3,19q13.32,BCL3,ENSG00000069399,protein_coding
"potassium channel, voltage gated modifier subfamily F, member 1",2p25.1,KCNF1,ENSG00000162975,protein_coding
"adaptor-related protein complex 2, alpha 1 subunit",19q13.33,AP2A1,ENSG00000196961,protein_coding
single-pass membrane protein with coiled-coil domains 1,3q29,SMCO1,ENSG00000214097,protein_coding
"family with sequence similarity 183, member A",1p34.2,FAM183A,ENSG00000186973,protein_coding
"aldehyde dehydrogenase 18 family, member A1",10q24.1,ALDH18A1,ENSG00000059573,protein_coding
chloride intracellular channel 4,1p36.11,CLIC4,ENSG00000169504,protein_coding
TEA domain family member 1 (SV40 transcriptional enhancer factor),11p15.3,TEAD1,ENSG00000187079,protein_coding
"phosphatidylinositol glycan anchor biosynthesis, class Z",3q29,PIGZ,ENSG00000119227,protein_coding
AC104073.2,7q11.21,AC104073.2,ENSG00000280410,protein_coding
"family with sequence similarity 127, member A",Xq26.3,FAM127A,ENSG00000134590,protein_coding
"guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2",1p13.3,GNAT2,ENSG00000134183,protein_coding
receptor (TNFRSF)-interacting serine-threonine kinase 1,6p25.2,RIPK1,ENSG00000137275,protein_coding
neuregulin 3,10q23.1,NRG3,ENSG00000185737,protein_coding
"olfactory receptor, family 6, subfamily C, member 76",12q13.2,OR6C76,ENSG00000185821,protein_coding
chromosome 19 open reading frame 73,19q13.33,C19orf73,ENSG00000221916,protein_coding
cone-rod homeobox,19q13.33,CRX,ENSG00000105392,protein_coding
mitogen-activated protein kinase kinase kinase kinase 1,19q13.2,MAP4K1,ENSG00000104814,protein_coding
"interleukin 36, gamma",2q14.1,IL36G,ENSG00000136688,protein_coding
"family with sequence similarity 53, member A",4p16.3,FAM53A,ENSG00000174137,protein_coding
PHD finger protein 10,6q27,PHF10,ENSG00000130024,protein_coding
RP11-446E24.4,1p32.3,RP11-446E24.4,ENSG00000256407,protein_coding
gem (nuclear organelle) associated protein 5,5q33.2,GEMIN5,ENSG00000082516,protein_coding
homeobox C6,12q13.13,HOXC6,ENSG00000197757,protein_coding
PHD finger protein 19,9q33.2,PHF19,ENSG00000119403,protein_coding
GINS complex subunit 2 (Psf2 homolog),16q24.1,GINS2,ENSG00000131153,protein_coding
tudor domain containing 6,6p12.3,TDRD6,ENSG00000180113,protein_coding
ataxin 2,12q24.12,ATXN2,ENSG00000204842,protein_coding
zinc finger and SCAN domain containing 16,6p22.1,ZSCAN16,ENSG00000196812,protein_coding
chordin-like 1,Xq23,CHRDL1,ENSG00000101938,protein_coding
leucine rich repeat containing 16A,6p22.2,LRRC16A,ENSG00000079691,protein_coding
ankyrin repeat domain 26 pseudogene 1,16q11.2,ANKRD26P1,ENSG00000261239,transcribed_unprocessed_pseudogene
"solute carrier family 6 (amino acid transporter), member 14",Xq23,SLC6A14,ENSG00000268104,protein_coding
"ubiquitously-expressed, prefoldin-like chaperone",Xp11.23,UXT,ENSG00000126756,protein_coding
"defensin, alpha 3, neutrophil-specific",8p23.1,DEFA3,ENSG00000239839,protein_coding
chromosome 7 open reading frame 57,7p12.3,C7orf57,ENSG00000164746,protein_coding
"protein kinase, cGMP-dependent, type II",4q21.21,PRKG2,ENSG00000138669,protein_coding
"sodium channel, voltage gated, type I beta subunit",19q13.11,SCN1B,ENSG00000105711,protein_coding
"olfactory receptor, family 10, subfamily G, member 2",14q11.2,OR10G2,ENSG00000255582,protein_coding
"cytochrome P450, family 4, subfamily F, polypeptide 8",19p13.12,CYP4F8,ENSG00000186526,protein_coding
topoisomerase (DNA) III alpha,17p11.2,TOP3A,ENSG00000177302,protein_coding
LKAAEAR motif containing 1,20q13.33,LKAAEAR1,ENSG00000171695,protein_coding
BUB3 mitotic checkpoint protein,10q26.13,BUB3,ENSG00000154473,protein_coding
chromosome 11 open reading frame 31,11q12.1,C11orf31,ENSG00000211450,protein_coding
translocation associated membrane protein 1,8q13.3,TRAM1,ENSG00000067167,protein_coding
"transmembrane protease, serine 11D",4q13.2,TMPRSS11D,ENSG00000153802,protein_coding
ubiquitin specific peptidase 17-like family member 18,4p16.1,USP17L18,ENSG00000250844,protein_coding
"cytochrome P450, family 3, subfamily A, polypeptide 7",7q22.1,CYP3A7,ENSG00000160870,protein_coding
MLK4,1q42.2,MLK4,ENSG00000143674,protein_coding
nei endonuclease VIII-like 2 (E. coli),8p23.1,NEIL2,ENSG00000154328,protein_coding
"solute carrier family 2 (facilitated glucose transporter), member 8",9q33.3,SLC2A8,ENSG00000136856,protein_coding
tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase,22q13.31,TRMU,ENSG00000100416,protein_coding
"olfactory receptor, family 4, subfamily Q, member 3",14q11.2,OR4Q3,ENSG00000182652,protein_coding
"survival of motor neuron 2, centromeric",5q13.2,SMN2,ENSG00000205571,protein_coding
cyclin E2,8q22.1,CCNE2,ENSG00000175305,protein_coding
flotillin 1,6p21.33,FLOT1,ENSG00000137312,protein_coding
protocadherin alpha 6,5q31.3,PCDHA6,ENSG00000081842,protein_coding
doublecortin-like kinase 2,4q31.23,DCLK2,ENSG00000170390,protein_coding
chromosome 19 open reading frame 24,19p13.3,C19orf24,ENSG00000228300,protein_coding
"collagen, type XIII, alpha 1",10q22.1,COL13A1,ENSG00000197467,protein_coding
"protein phosphatase, EF-hand calcium binding domain 1",Xp22.13,PPEF1,ENSG00000086717,protein_coding
"caspase recruitment domain family, member 6",5p13.1,CARD6,ENSG00000132357,protein_coding
"neurofilament, heavy polypeptide",22q12.2,NEFH,ENSG00000100285,protein_coding
MORN repeat containing 1,1p36.32,MORN1,ENSG00000116151,protein_coding
"collagen, type I, alpha 1",17q21.33,COL1A1,ENSG00000108821,protein_coding
"aspartic peptidase, retroviral-like 1",2p13.3,ASPRV1,ENSG00000244617,protein_coding
coiled-coil domain containing 85C,14q32.2,CCDC85C,ENSG00000205476,protein_coding
Dmx-like 1,5q23.1,DMXL1,ENSG00000172869,protein_coding
"ATP-binding cassette, sub-family F (GCN20), member 1",6p21.33,ABCF1,ENSG00000204574,protein_coding
cell death-inducing DFFA-like effector c,3p25.3,CIDEC,ENSG00000187288,protein_coding
nicastrin,1q23.2,NCSTN,ENSG00000162736,protein_coding
FSHD region gene 2,4q35.2,FRG2,ENSG00000205097,protein_coding
"lipase, endothelial",18q21.1,LIPG,ENSG00000101670,protein_coding
VGF nerve growth factor inducible,7q22.1,VGF,ENSG00000128564,protein_coding
chromosome 2 open reading frame 80,2q33.3,C2orf80,ENSG00000188674,protein_coding
isthmin 2,14q24.3,ISM2,ENSG00000100593,protein_coding
chromosome 4 open reading frame 48,4p16.3,C4orf48,ENSG00000243449,protein_coding
RNA binding motif protein 34,1q42.3,RBM34,ENSG00000188739,protein_coding
"polymerase (RNA) I polypeptide C, 30kDa",6p21.1,POLR1C,ENSG00000171453,protein_coding
COMM domain containing 6,13q22.2,COMMD6,ENSG00000188243,protein_coding
"NOP2/Sun domain family, member 5",7q11.23,NSUN5,ENSG00000130305,protein_coding
proline rich 5 like,11p13,PRR5L,ENSG00000135362,protein_coding
"guanylate cyclase 1, soluble, alpha 3",4q32.1,GUCY1A3,ENSG00000164116,protein_coding
"taste receptor, type 2, member 43",12p13.2,TAS2R43,ENSG00000255374,protein_coding
zinc finger protein 574,19q13.2,ZNF574,ENSG00000105732,protein_coding
chromosome 2 open reading frame 71,2p23.2,C2orf71,ENSG00000179270,protein_coding
cyclin C,6q16.2,CCNC,ENSG00000112237,protein_coding
"general transcription factor IIH, polypeptide 2, 44kDa",5q13.2,GTF2H2,ENSG00000145736,protein_coding
serine/threonine kinase 4,20q13.12,STK4,ENSG00000101109,protein_coding
chromosome 1 open reading frame 158,1p36.21,C1orf158,ENSG00000157330,protein_coding
long intergenic non-protein coding RNA 1342,1p36.33,LINC01342,ENSG00000223823,lincRNA
parathyroid hormone 2,19q13.33,PTH2,ENSG00000142538,protein_coding
alpha-fetoprotein,4q13.3,AFP,ENSG00000081051,protein_coding
"WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2",15q13.1,WHAMMP2,ENSG00000248334,transcribed_unprocessed_pseudogene
"interferon, gamma",12q15,IFNG,ENSG00000111537,protein_coding
AL357140.1,1p36.22,AL357140.1,ENSG00000280113,protein_coding
ceramide-1-phosphate transfer protein,1p36.33,CPTP,ENSG00000224051,protein_coding
hes family bHLH transcription factor 2,1p36.31,HES2,ENSG00000069812,protein_coding
heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1,17p12,HS3ST3A1,ENSG00000153976,protein_coding
"protein tyrosine phosphatase, receptor type, N",2q35,PTPRN,ENSG00000054356,protein_coding
persephin,19p13.3,PSPN,ENSG00000125650,protein_coding
proline and serine rich 1,13q13.3,PROSER1,ENSG00000120685,protein_coding
"interleukin 13 receptor, alpha 2",Xq23,IL13RA2,ENSG00000123496,protein_coding
ring finger protein 183,9q32,RNF183,ENSG00000165188,protein_coding
Spi-1 proto-oncogene,11p11.2,SPI1,ENSG00000066336,protein_coding
von Willebrand factor A domain containing 8,13q14.11,VWA8,ENSG00000102763,protein_coding
"protein tyrosine phosphatase, receptor type, R",12q15,PTPRR,ENSG00000153233,protein_coding
"eukaryotic translation initiation factor 3, subunit C",16p11.2,EIF3C,ENSG00000184110,protein_coding
tectonin beta-propeller repeat containing 2,14q32.31,TECPR2,ENSG00000196663,protein_coding
GABA(A) receptor-associated protein,17p13.1,GABARAP,ENSG00000170296,protein_coding
nicotinamide nucleotide adenylyltransferase 2,1q25.3,NMNAT2,ENSG00000157064,protein_coding
matrix-remodelling associated 8,1p36.33,MXRA8,ENSG00000162576,protein_coding
"deltex 3 like, E3 ubiquitin ligase",3q21.1,DTX3L,ENSG00000163840,protein_coding
"transient receptor potential cation channel, subfamily V, member 6",7q34,TRPV6,ENSG00000165125,protein_coding
zinc finger protein 461,19q13.12,ZNF461,ENSG00000197808,protein_coding
dishevelled-binding antagonist of beta-catenin 2,6q27,DACT2,ENSG00000164488,protein_coding
"olfactory receptor, family 4, subfamily F, member 21",8p23.3,OR4F21,ENSG00000176269,protein_coding
glycophorin E (MNS blood group),4q31.21,GYPE,ENSG00000197465,protein_coding
"NUAK family, SNF1-like kinase, 2",1q32.1,NUAK2,ENSG00000163545,protein_coding
plasmolipin,16q13,PLLP,ENSG00000102934,protein_coding
AC093323.1,4p16.1,AC093323.1,ENSG00000279859,protein_coding
"papilin, proteoglycan-like sulfated glycoprotein",14q24.2,PAPLN,ENSG00000100767,protein_coding
RP11-508N12.4,,RP11-508N12.4,ENSG00000242631,protein_coding
NUT family member 2D,10q23.2,NUTM2D,ENSG00000214562,protein_coding
trafficking protein particle complex 10,21q22.3,TRAPPC10,ENSG00000160218,protein_coding
glutathione S-transferase mu 5,1p13.3,GSTM5,ENSG00000134201,protein_coding
REST corepressor 2,11q13.1,RCOR2,ENSG00000167771,protein_coding
src kinase associated phosphoprotein 2,7p15.2,SKAP2,ENSG00000005020,protein_coding
tubulin polymerization-promoting protein family member 3,16q22.1,TPPP3,ENSG00000159713,protein_coding
G protein-coupled receptor 135,14q23.1,GPR135,ENSG00000181619,protein_coding
"membrane-spanning 4-domains, subfamily A, member 5",11q12.2,MS4A5,ENSG00000166930,protein_coding
tripartite motif containing 32,9q33.1,TRIM32,ENSG00000119401,protein_coding
chromosome 14 open reading frame 79,14q32.33,C14orf79,ENSG00000140104,protein_coding
ceramide synthase 5,12q13.12,CERS5,ENSG00000139624,protein_coding
fatty acyl CoA reductase 2 pseudogene 1,2q21.1,FAR2P1,ENSG00000180178,transcribed_unprocessed_pseudogene
chromosome 3 open reading frame 56,3q21.3,C3orf56,ENSG00000214324,protein_coding
"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3",9p21.3,MLLT3,ENSG00000171843,protein_coding
myosin VIIA,11q13.5,MYO7A,ENSG00000137474,protein_coding
coiled-coil domain containing 15,11q24.2,CCDC15,ENSG00000149548,protein_coding
"ribosomal protein S6 kinase, 90kDa, polypeptide 2",6q27,RPS6KA2,ENSG00000071242,protein_coding
WD repeat domain 18,19p13.3,WDR18,ENSG00000065268,protein_coding
exonuclease 3'-5' domain containing 1,15q15.1,EXD1,ENSG00000178997,protein_coding
hippocampus abundant transcript-like 2,9q22.33,HIATL2,ENSG00000196312,protein_coding
basonuclin 2,9p22.3,BNC2,ENSG00000173068,protein_coding
ring finger protein 219,13q31.1,RNF219,ENSG00000152193,protein_coding
CCZ1 vacuolar protein trafficking and biogenesis associated homolog B (S. cerevisiae),7p22.1,CCZ1B,ENSG00000146574,protein_coding
"tandem C2 domains, nuclear",14q32.12,TC2N,ENSG00000165929,protein_coding
baculoviral IAP repeat containing 8,19q13.42,BIRC8,ENSG00000163098,protein_coding
leucyl-tRNA synthetase,5q32,LARS,ENSG00000133706,protein_coding
"tumor necrosis factor (ligand) superfamily, member 12",17p13.1,TNFSF12,ENSG00000239697,protein_coding
"olfactory receptor, family 4, subfamily F, member 16",1p36.33,OR4F16,ENSG00000273547,protein_coding
"GIPC PDZ domain containing family, member 2",1p31.1,GIPC2,ENSG00000137960,protein_coding
ATPase type 13A5,3q29,ATP13A5,ENSG00000187527,protein_coding
"olfactory receptor, family 4, subfamily S, member 2",11q11,OR4S2,ENSG00000174982,protein_coding
RAN binding protein 6,9p24.1,RANBP6,ENSG00000137040,protein_coding
testis expressed 261,2p13.3,TEX261,ENSG00000144043,protein_coding
"family with sequence similarity 71, member F1",7q32.1,FAM71F1,ENSG00000135248,protein_coding
ubiquitin specific peptidase 17-like family member 13,4p16.1,USP17L13,ENSG00000232399,protein_coding
cysteine-rich hydrophobic domain 1,Xq13.2,CHIC1,ENSG00000204116,protein_coding
RAB GTPase activating protein 1,9q33.2,RABGAP1,ENSG00000011454,protein_coding
poly(A) binding protein interacting protein 1,5p12,PAIP1,ENSG00000172239,protein_coding
AC017081.1,2q33.3,AC017081.1,ENSG00000279921,protein_coding
"myosin light chain kinase family, member 4",6p25.2,MYLK4,ENSG00000145949,protein_coding
"family with sequence similarity 19 (chemokine (C-C motif)-like), member A4",3p14.1,FAM19A4,ENSG00000163377,protein_coding
SH3-domain GRB2-like 2,9p22.2,SH3GL2,ENSG00000107295,protein_coding
KIAA0100,17q11.2,KIAA0100,ENSG00000007202,protein_coding
"LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae)",6p21.33,LSM2,ENSG00000204392,protein_coding
"protein phosphatase 1, regulatory subunit 9A",7q21.3,PPP1R9A,ENSG00000158528,protein_coding
Sp1 transcription factor,12q13.13,SP1,ENSG00000185591,protein_coding
sphingosine kinase 1,17q25.1,SPHK1,ENSG00000176170,protein_coding
DEAD (Asp-Glu-Ala-Asp) box helicase 17,22q13.1,DDX17,ENSG00000100201,protein_coding
small integral membrane protein 11,21p11.2,SMIM11,ENSG00000273590,protein_coding
keratin associated protein 9-7,17q21.2,KRTAP9-7,ENSG00000180386,protein_coding
"chaperonin containing TCP1, subunit 8 (theta)-like 2",22q11.1,CCT8L2,ENSG00000198445,protein_coding
Abelson helper integration site 1,6q23.3,AHI1,ENSG00000135541,protein_coding
AC090774.2,17p11.2,AC090774.2,ENSG00000244456,transcribed_unprocessed_pseudogene
"histone cluster 1, H2bm",6p22.1,HIST1H2BM,ENSG00000273703,protein_coding
"phosphatidylinositol 4-kinase, catalytic, alpha pseudogene 2",22q11.21,PI4KAP2,ENSG00000183506,transcribed_unprocessed_pseudogene
"olfactory receptor, family 4, subfamily S, member 1",11p11.2,OR4S1,ENSG00000176555,protein_coding
"aconitase 2, mitochondrial",22q13.2,ACO2,ENSG00000100412,protein_coding
"synaptosomal-associated protein, 91kDa",6q14.2,SNAP91,ENSG00000065609,protein_coding
